GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
contradiction,Two children playing soccer.,The children are sitting on a bench.,3538021517.jpg#4r1c,Two children,playing,soccer,The children,are sitting,on a bench
entailment,Surfer riding a huge wave.,A surfer is at the beach.,6319547436.jpg#3r1e,Surfer,riding,a huge wave,A surfer,is,at the beach
contradiction,An older man puts on his socks.,The older woman puts on socks.,3538072765.jpg#4r1c,An older man,puts,on his socks,The older woman,puts,on socks
contradiction,A man outside talking into a cellphone.,A woman dries her tears.,4675845861.jpg#4r1c,A man,outside talking,into a cellphone,A woman,dries,her tears
entailment,These men are making a building.,These men are construction workers.,2781537312.jpg#4r1e,These men,are making,a building,These men,are,construction workers
neutral,Two dogs fighting in the street.,Three dogs are in the street.,4543597747.jpg#4r4n,Two dogs,fighting,in the street,Three dogs,are,in the street
contradiction,Two swordsmen practice their sport.,The men are shooting each other.,7701169300.jpg#4r1c,Two swordsmen,practice,their sport,The men,are shooting,each other
entailment,A woman is studying in a restaurant.,A lady is in a restaurant,276388524.jpg#4r1e,A woman,is studying,in a restaurant,A lady,is,in a restaurant
contradiction,A boy is going down the slide.,A boy is in a tent,3342952175.jpg#4r1c,A boy,is going,down the slide,A boy,is,in a tent
entailment,"You do, said Tuppence quietly.",Tuppence is speaking softly to someone.,9485e,You do,said quietly,Tuppence,Tuppence,is speaking softly,to someone
neutral,A man holding a boys arms.,The man is holding his son.,572206753.jpg#4r1n,A man,holding,a boys arms,The man,is holding,his son
entailment,The man is opening a box.,A man has a box,358607894.jpg#4r1e,The man,is opening,a box,A man,has,a box
neutral,They disappeared in the distance.,They were taken as hostages.,118777n,They,disappeared,in the distance,They,were taken,as hostages
entailment,Two dogs play in a field.,Animals are outdoors.,3541491057.jpg#4r2e,Two dogs,play,in a field,Animals,are,outdoors
contradiction,Women playing ultimate frisbee.,The women are throwing a football.,4655653584.jpg#4r1c,Women,playing,ultimate frisbee,The women,are throwing,a football
entailment,He does not take coffee.,He doesn't like coffee.,12046e,He,does not take,coffee,He,does n't like,coffee
contradiction,A lovely lady playing music.,A man is playing music,336411072.jpg#4r1c,A lovely lady,playing,music,A man,is playing,music
entailment,The shack felt different.,The housing situation was off.,41135e,The shack,felt,different,The housing situation,was,off
contradiction,Boys are hiding in the forest.,Boys are hiding in the desert.,25268657.jpg#4r1c,Boys,are hiding,in the forest,Boys,are hiding,in the desert
entailment,Woman sculpting gingerbread house.,A gingerbread house is being made by a woman.,2081033707.jpg#3r1e,Woman,sculpting,gingerbread house,A gingerbread house,is being made,by a woman
entailment,hockey team celebrating a win,They won the game.,7036810145.jpg#4r1e,hockey team,celebrating,a win,They,won,the game
contradiction,a man ironing his brown coat.,A man is running a marathon.,4028888343.jpg#4r1c,a man,ironing,his brown coat,A man,is running,a marathon
neutral,Children having fun getting wet.,Kids are playing in a pool.,2826701936.jpg#4r1n,Children,having,fun getting wet,Kids,are playing,in a pool
entailment,Two dogs run through the grass.,There are two animals running through the grass.,3583065748.jpg#4r2e,Two dogs,run,through the grass,two animals,running,through the grass
entailment,A man is painting a sign.,The man has paint.,7601453166.jpg#4r1e,A man,is painting,a sign,The man,has,paint
neutral,The newsweeklies go tabloid.,The newsweeklies go on to the internet.,9594n,The newsweeklies,go,tabloid,The newsweeklies,go on,to the internet
contradiction,Women in red using a microphone.,boy eats toffee,4429900085.jpg#4r1c,Women in red,using,a microphone,boy,eats,toffee
contradiction,A woman is using a large loom.,A woman is using a small loom.,4586078680.jpg#3r1c,A woman,is using,a large loom,A woman,is using,a small loom
contradiction,A man blowing a large bubble.,The man is spitting on the ground.,2715289538.jpg#4r1c,A man,blowing,a large bubble,The man,is spitting,on the ground
neutral,A gentleman witnessing to the public.,Everyone loves the man's company.,3400889730.jpg#4r1n,A gentleman,witnessing,to the public,Everyone,loves,the man's company
entailment,The Grand Canal was begun in 1755.,In 1755 the Grand Canal was begun.,145232e,The Grand Canal,was begun,in 1755,the Grand Canal,was begun In,1755
entailment,Three workers are working on their assignment.,Workers are working on their assignment.,2537000363.jpg#3r1e,Three workers,are working,on their assignment,Workers,are working,on their assignment
contradiction,A dog bounds into the water.,The dog is hiding under a mattress.,3246190363.jpg#4r1c,A dog,bounds,into the water,The dog,is hiding,under a mattress
entailment,An old man is holding several lottery tickets.,An old person is holding several lottery tickets.,4717012854.jpg#4r1e,An old man,is holding,several lottery tickets,An old person,is holding,several lottery tickets
entailment,A little girl is playing t-ball.,A girl is playing a sport.,7252718418.jpg#4r1e,A little girl,is playing,t-ball,A girl,is playing,a sport
contradiction,You miss a lot. ,You catch a lot.,23848c,You,miss,a lot,You,catch,a lot
contradiction,I have tried gently to suggest therapy.,I harshly suggested therapy.,85631c,I,have tried gently,to suggest therapy,I,harshly suggested,therapy
neutral,Toddler playing at the park.,The child is on the slide.,2856053254.jpg#4r1n,Toddler,playing,at the park,The child,is,on the slide
entailment,a soccer team poses for a picture.,People posing for a picture.,3613955682.jpg#3r1e,a soccer team,poses,for a picture,People,posing,for a picture
contradiction,Two young children are standing in hall.,The children are sitting on their desks.,1279461814.jpg#2r1c,Two young children,are standing,in hall,The children,are sitting,on their desks
entailment,A person is crossing the street.,The person is outdoor.,123866385.jpg#4r1e,A person,is crossing,the street,The person,is,outdoor
entailment,Poirot switched off on another tack. ,Poirot changed the conversation.,103835e,Poirot,switched off,on another tack,Poirot,changed,the conversation
contradiction,two tan dogs play in the grass,They are inside.,3375134059.jpg#4r1c,two tan dogs,play,in the grass,They,are,inside
neutral,Four road workers planting a tree.,Workers are outside helping with Earth Day.,116457850.jpg#4r1n,Four road workers,planting,a tree,Workers,are outside helping,with Earth Day
entailment,A waterskier flies into the air.,A waterskier is in the air.,2937697444.jpg#4r1e,A waterskier,flies,into the air,A waterskier,is,in the air
contradiction,A man selling pin-wheels.,A man is selling pink flowers.,4889128774.jpg#4r1c,A man,selling,pin-wheels,A man,is selling,pink flowers
entailment,The surfer is in the wave.,a person is playing in water,2984174290.jpg#4r1e,The surfer,is,in the wave,a person,is playing,in water
contradiction,The young girl is playing basketball.,A girl is playing on a computer.,3943391155.jpg#4r1c,The young girl,is playing,basketball,A girl,is playing,on a computer
entailment,A brown dog is swimming in the water.,A dog is in motion.,2339946012.jpg#2r1e,A brown dog,is swimming,in the water,A dog,is,in motion
neutral,Small Hispanic band plays in a restaurant.,A band plays norteno music.,388604469.jpg#2r1n,Small Hispanic band,plays,in a restaurant,A band,plays,norteno music
contradiction,He had passed the first test.,He failed the test.,126116c,He,had passed,the first test,He,failed,the test
neutral,Several people are crossing a street.,Some people are walking to a store.,3644668446.jpg#3r1n,Several people,are crossing,a street,Some people,are walking,to a store
entailment,An apology would prevent them.,An apology would discourage them.,91138e,An apology,would prevent,them,An apology,would discourage,them
neutral,An Asian woman speaking to someone.,An Asian woman is having a conversation.,2690960083.jpg#3r1n,An Asian woman,speaking,to someone,An Asian woman,is having,a conversation
neutral,Five people working on something.,people working on project,2537802214.jpg#4r1n,Five people,working,on something,people,working,on project
contradiction,The bat looks worn.,The bat looks pristine.,vg_len85r2c,The bat,looks,worn,The bat,looks,pristine
entailment,Two girls jump out of swings.,Two females jump out of swings.,3666324102.jpg#3r1e,Two girls,jump,out of swings,Two females,jump,out of swings
contradiction,A party-streamer landed on my nose.,The party-streamer just missed me. ,48272c,A party-streamer,landed,on my nose,The party-streamer,just missed,me
entailment,A man is walking through fire.,A person walks in heat.,3256272547.jpg#4r1e,A man,is walking,through fire,A person,walks,in heat
entailment,A black poodle is running in the snow.,A black poodle is running in the snow,3326376344.jpg#1r1e,A black poodle,is running,in the snow,A black poodle,is running,in the snow
contradiction,Three old men are sitting down talking.,Three young men are cross country skiing.,4746901297.jpg#3r1c,Three old men,are sitting down,talking,Three young men,are,cross country skiing
contradiction,a dog runs across the grass.,The animals are playing indoors.,1514957266.jpg#4r3c,a dog,runs,across the grass,The animals,are playing,indoors
neutral,A man carrying a empty suitcase.,A man forgot his belongings.,4546261932.jpg#4r1n,A man,carrying,a empty suitcase,A man,forgot,his belongings
neutral,Two young boys are playing in the water.,two twins play on a beach,3555086376.jpg#1r5n,Two young boys,are playing,in the water,two twins,play,on a beach
entailment,A small girl is painting a picture.,A small girl is using paint.,3491098589.jpg#3r1e,A small girl,is painting,a picture,A small girl,is using,paint
neutral,The dogs play in the snow.,the dog likes the cold weather,365274901.jpg#4r1n,The dogs,play,in the snow,the dog,likes,the cold weather
contradiction,A small boy playing the piano.,The boy is playing a violin.,3217374412.jpg#4r1c,A small boy,playing,the piano,The boy,is playing,a violin
contradiction,Two dogs play in the park.,The two dogs are taking a nap.,3510219078.jpg#3r1c,Two dogs,play,in the park,The two dogs,are taking,a nap
contradiction,A woman is playing a guitar.,The woman is playing the cello.,449687289.jpg#4r1c,A woman,is playing,a guitar,The woman,is playing,the cello
contradiction,Three children playing in hay,Three children are playing on a moonbounce,1606988704.jpg#4r4c,Three children,playing,in hay,Three children,are playing,on a moonbounce
contradiction,Miss Howard goes back to Middlingham. ,Miss Howard leaves Middlingham.,129609c,Miss Howard,goes,back to Middlingham,Miss Howard,leaves,Middlingham
contradiction,A man skateboards off a dumpster.,The man cleans the dumpster.,3472315522.jpg#4r1c,A man,skateboards,off a dumpster,The man,cleans,the dumpster
entailment,Two hockey players are skating on the ice.,two people playing ice hockey,73233864.jpg#2r1e,Two hockey players,are skating,on the ice,two people,playing,ice hockey
neutral,Two women are looking at bracelets.,Two women show for jewelery.,4695672886.jpg#4r1n,Two women,are looking,at bracelets,Two women,show,for jewelery
entailment,A soccer player is making a kick.,person kicks ball,2885967985.jpg#3r1e,A soccer player,is making,a kick,person,kicks,ball
entailment,A blond girl putting on her helmet.,The girl is getting ready to wear a helmet.,2939116460.jpg#4r1e,A blond girl,putting,on her helmet,The girl,to wear,a helmet
contradiction,A basketball player is dribbling the ball.,A basketball player is dunking the ball.,6475050767.jpg#2r1c,A basketball player,is dribbling,the ball,A basketball player,is dunking,the ball
entailment,2 dirty men working on a car.,The two men working on the car are dirty.,223761052.jpg#4r1e,2 dirty men,working,on a car,The two men,working,on the car
contradiction,Workers repairing railroad tracks.,Workers destroy the railroad tracks.,70512144.jpg#4r1c,Workers,repairing,railroad tracks,Workers,destroy,the railroad tracks
neutral,A cyclist jumping into the air,The cyclist is riding her bike.,3391924827.jpg#4r1c,A cyclist,jumping,into the air,The cyclist,is riding,her bike
contradiction,Two children are sitting at a desk.,Two children are outdoors running through the woods.,4280272.jpg#3r1c,Two children,are sitting,at a desk,Two children,are outdoors running,through the woods
entailment,Nobody loves a wise-ass.,Everybody hates a wise-ass.,43287e,Nobody,loves,a wise-ass,Everybody,hates,a wise-ass
neutral,An orchestra teacher is teaching his kids.,The kids are playing music,6554989899.jpg#4r1n,An orchestra teacher,is teaching,his kids,The kids,are playing,music
neutral,Someone explaining an instrument.,The person is explaining the flute.,7345191578.jpg#4r1n,Someone,explaining,an instrument,The person,is explaining,the flute
entailment,He might have guessed it!,He could have supposed it.,119495e,He,might have guessed,it,He,could have supposed,it
contradiction,a bird flies low to the ground.,man plays hockey,3567061016.jpg#2r1c,a bird,flies low,to the ground,man,plays,hockey
contradiction,A cowboy wrangling a calf.,A matador enters the bullfighting ring,2291956529.jpg#4r1c,A cowboy,wrangling,a calf,A matador,enters,the bullfighting ring
contradiction,A street is barricaded by several police.,The street is full of boats.,193657666.jpg#2r1c,A street,is barricaded,by several police,The street,is,full of boats
contradiction,A young girl smiles for the camera.,A boy is making a funny face.,2252918695.jpg#4r1c,A young girl,smiles,for the camera,A boy,is making,a funny face
contradiction,They stop eating.,They continue eating.,131370c,They,stop,eating,They,continue,eating
entailment,The two dogs are playing in the yard.,The two dogs are outside.,3665549027.jpg#4r1e,The two dogs,are playing,in the yard,The two dogs,are,outside
contradiction,Two men are talking a flower stand.,Two men punching each other.,4623188792.jpg#4r1c,Two men,are talking,a flower stand,Two men,punching,each other
entailment,Asian woman holding young asian girl.,The woman is Asian.,7327356514.jpg#3r1e,Asian woman,holding,young asian girl,The woman,is,Asian
entailment,Little kid hopping on a trampoline.,A child is on a trampoline.,335238081.jpg#2r1e,Little kid,hopping,on a trampoline,A child,is,on a trampoline
entailment,A man is playing the drums.,A person is playing a percussion instrument,1412318227.jpg#4r5e,A man,is playing,the drums,A person,is playing,a percussion instrument
contradiction,Two women are eating food together.,The women are swimming in the lake.,4360622935.jpg#3r1c,Two women,are eating together,food,The women,are swimming,in the lake
contradiction,A little boy using a video camera.,A boy is cooking breakfast.,4557656065.jpg#4r1c,A little boy,using,a video camera,A boy,is cooking,breakfast
entailment,An attack dog is working with his trainer.,A man training an attack dog.,2340919359.jpg#4r1e,An attack dog,is working,with his trainer,A man,training,an attack dog
neutral,A dog pauses in the bushes.,The dog is a Pug.,494792770.jpg#4r1n,A dog,pauses,in the bushes,The dog,is,a Pug
contradiction,Young boys running along the pavement.,Young girls running along the pavement.,3724487641.jpg#1r1c,Young boys,running,along the pavement,Young girls,running,along the pavement
entailment,A worker repairs brick on a chimney.,Someone is repairing a chimney.,3366871693.jpg#4r1e,A worker repairs,brick,on a chimney,Someone,is repairing,a chimney
neutral,Someone is riding the bus.,The bus is fully packed.,3580941967.jpg#4r1n,Someone,is riding,the bus,The bus,is,fully packed
contradiction,A small dog is looking for attention.,The dog is growling at a houseplant.,4727548331.jpg#4r1c,A small dog,is looking,for attention,The dog,is growling,at a houseplant
entailment,A little girl holding a camera.,The girl has a camera.,1449692616.jpg#4r5e,A little girl,holding,a camera,The girl,has,a camera
entailment,Two black women are watching a performance.,Two women are watching something.,207601580.jpg#2r5e,Two black women,are watching,a performance,Two women,are watching,something
neutral,A waterskier is waving at the camera happily.,A man is participating in a contest.,7638480444.jpg#3r1n,A waterskier,is waving happily,at the camera,A man,is participating,in a contest
contradiction,Two girls lift a third girl.,Two girls beat up a younger girl.,2766325714.jpg#4r2c,Two girls,lift,a third girl,Two girls,beat up,a younger girl
entailment,Many people are waiting for a train.,People looking for train,4808564802.jpg#4r1e,Many people,are waiting,for a train,People,looking,for train
contradiction,Baby taking a refreshing sip,The baby is eating baby food.,12526324.jpg#4r1c,Baby,taking,a refreshing sip,The baby,is eating,baby food
contradiction,A female violinist surrounded by other violinists.,A female violinist surrounded by wolverines.,6082587848.jpg#2r1c,A female violinist,surrounded,by other violinists,A female violinist,surrounded,by wolverines
contradiction,The lake looks very shallow.,The desert is dry.,vg_len104r4c,The lake,looks,very shallow,The desert,is,dry
contradiction,Four people are walking on a bridge.,The construction workers destroy the bridge.,3278777548.jpg#4r1c,Four people,are walking,on a bridge,The construction workers,destroy,the bridge
contradiction,a dog playing in a park,The cat is in the park,2353119813.jpg#4r1c,a dog,playing,in a park,The cat,is,in the park
neutral,A woman directing traffic.,A woman is a State Trooper.,1733595275.jpg#4r2n,A woman,directing,traffic,A woman,is,a State Trooper
entailment,The dance instructor watches her students practice.,The wman is teaching dance.,3324957208.jpg#3r1e,The dance instructor,watches,her students practice,The wman,is teaching,dance
neutral,A worker checking out a machine.,A worker inspecting a peepshow.,4153140979.jpg#4r1n,A worker,checking out,a machine,A worker,inspecting,a peepshow
entailment,A dog running in a park.,The dog runs through the park.,2449289139.jpg#3r1e,A dog,running,in a park,The dog,runs,through the park
entailment,Two swans swimming in the water.,Two swans are traveling through the water.,356143774.jpg#2r3e,Two swans,swimming,in the water,Two swans,are traveling,through the water
entailment,A dog runs in a field.,A dog is running outdoors.,1330645772.jpg#4r1e,A dog,runs,in a field,A dog,is running,outdoors
contradiction,A little girl is kicking a soccer ball.,the people were on concrete,49402821.jpg#4r1c,A little girl,is kicking,a soccer ball,the people,were,on concrete
contradiction,Two girls walking through an alley.,A man is mugged in an alley.,4610000381.jpg#4r3c,Two girls,walking,through an alley,A man,is mugged,in an alley
entailment,A dog is running through the yard,An animal is outside.,3307077951.jpg#4r1e,A dog,is running,through the yard,An animal,is,outside
contradiction,A young boy washing a window.,A boy is sleeping in his bed.,2253052296.jpg#4r1c,A young boy,washing,a window,A boy,is sleeping,in his bed
neutral,A small boy is carrying a soccer ball.,The kid has a ball,3475552729.jpg#3r1n,A small boy,is carrying,a soccer ball,The kid,has,a ball
entailment,The latter transactions are discussed in subsequent paragraphs.,Subsequent paragraphs expand on these transactions.,5166e,The latter transactions,are discussed,in subsequent paragraphs,Subsequent paragraphs,expand,on these transactions
contradiction,Two people getting married.,Two people are sitting on the couch.,879043160.jpg#4r4c,Two people,getting,married,Two people,are sitting,on the couch
contradiction,Two people kiss on the beach.,Individuals are walking from work.,1499581619.jpg#4r5c,Two people,kiss,on the beach,Individuals,are walking,from work
neutral,A person sitting in a field.,The person is thinking in the field.,3826504213.jpg#4r1n,A person,sitting,in a field,The person,is thinking,in the field
entailment,Some people are making pastries.,The people are making food.,1944940887.jpg#4r1e,Some people,are making,pastries,The people,are making,food
entailment,Airplane controller is outside white airplane.,The airplane is white.,2905975229.jpg#3r1e,Airplane controller,is,outside white airplane,The airplane,is,white
contradiction,An older man reading a book.,The man is watching TV.,4671540511.jpg#4r5c,An older man,reading,a book,The man,is watching,TV
contradiction,Two shirtless guys playing the beach volleyball.,Two shirtless guys are wearing tank tops.,3898684147.jpg#3r1c,Two shirtless guys,playing,the beach volleyball,Two shirtless guys,are wearing,tank tops
contradiction,Two white dogs running in the snow.,"The dogs are skiing through the snow,.",268704620.jpg#4r1c,Two white dogs,running,in the snow,The dogs,are skiing,through the snow
contradiction,Man in jacket reading on a bench.,The man jogs down a wooded path.,4606399898.jpg#4r3c,Man in jacket,reading,on a bench,The man,jogs down,a wooded path
neutral,A couple is walking in a building.,The couple loves each other.,4450821292.jpg#4r3n,A couple,is walking,in a building,The couple,loves,each other
entailment,A man performing for a crowd.,A male performer entertaining a crowd.,1433924222.jpg#4r5e,A man,performing,for a crowd,A male performer,entertaining,a crowd
neutral,Muzzled greyhound dogs running in a pack.,The dogs are very fast.,3521201948.jpg#4r1n,Muzzled greyhound dogs,running,in a pack,The dogs,are,very fast
entailment,These methodological problems can mask valid intervention effects.,These methodological challenges can obscure real intervention effects.,11422e,These methodological problems,can mask,valid intervention effects,These methodological challenges,can obscure,real intervention effects
neutral,Young soccer players are standing on the field.,Big soccer players are standing on the field.,8217641081.jpg#4r1n,Young soccer players,are standing,on the field,Big soccer players,are standing,on the field
entailment,"Dog on grass, running for red ball.",A dog is chasing his ball.,292887910.jpg#3r1e,Dog on grass,running,for red ball,A dog,is chasing,his ball
entailment,A boy is adjusting a museum exhibit.,A boy examines a museum exhibit.,12668600.jpg#2r4e,A boy,is adjusting,a museum exhibit,A boy,examines,a museum exhibit
contradiction,His views are calculatedly divisive.,He does not have any particular views.,131172c,His views,are,calculatedly divisive,He,does not have,any particular views
entailment,The black hood pulled back revealing Thorn's grim face.,The hood fell and the mans face was visible.,40938e,The black hood,pulled back revealing,Thorn's grim face,the mans face,was,visible
entailment,I know what this is.,I know what this is.,131041e,I,know,what this is,I,know,what this is
neutral,They were locking the place down.,The prison was on lockdown.,26232n,They,were locking down,the place,The prison,was,on lockdown
entailment,A person rollerblading near a building.,A person is wearing rollerblades.,5130882483.jpg#4r1e,A person,rollerblading,near a building,A person,is wearing,rollerblades
contradiction,Three dogs running in a field.,Three dogs sleep in their doghouse.,2356664078.jpg#4r1c,Three dogs,running,in a field,Three dogs,sleep,in their doghouse
contradiction,Such was the man.,The man was different.,128695c,Such,was,the man,The man,was,different
entailment,Two individuals are working a food booth.,Two people are working with food.,4669478070.jpg#4r4e,Two individuals,are working,a food booth,Two people,are working,with food
entailment,A man watching a miniature train.,A man watches a tiny train.,4786470364.jpg#4r1e,A man,watching,a miniature train,A man,watches,a tiny train
entailment,Happy little boy holding a white dog.,Happy little boy hugging a white dog.,2295215289.jpg#4r1e,Happy little boy,holding,a white dog,Happy little boy,hugging,a white dog
contradiction,Two people enjoying their dinner.,Two people made breakfast.,173767922.jpg#4r1c,Two people,enjoying,their dinner,Two people,made,breakfast
contradiction,A Japanese boat is sailing on dark waters.,A canoe goes over the falls.,194201167.jpg#3r1c,A Japanese boat,is sailing,on dark waters,A canoe,goes,over the falls
contradiction,The girl shook her head wonderingly.,The girl was not shaking her head.,119350c,The girl,shook wonderingly,her head,The girl,was not shaking,her head
contradiction,The cup is shiny.,The cup is dull.,vg_len66r5c,The cup,is,shiny,The cup,is,dull
contradiction,It was a gigantic blunder.,It was a wonderful move.,80016c,It,was,a gigantic blunder,It,was,a wonderful move
contradiction,I have done what you asked.,I have disobeyed your orders.,5513c,I,have done,what you asked,I,have disobeyed,your orders
contradiction,Two boys make faces.,two boys riding bicycles,1079274291.jpg#4r1c,Two boys,make,faces,two boys,riding,bicycles
contradiction,A man working on laying a new roof.,A woman working on cooking dinner.,2323220432.jpg#4r1c,A man,working on laying,a new roof,A woman,working,on cooking dinner
neutral,Two girls take in the view.,Two girls take in the panarama.,3107558821.jpg#4r1n,Two girls,take,in the view,Two girls,take,in the panarama
contradiction,Two men playing instruments.,two people shout at each other.,1955468182.jpg#4r1c,Two men,playing,instruments,two people,shout,at each other
neutral,The girl is sitting on a swing.,She is in a park.,3667318593.jpg#3r1n,The girl,is sitting,on a swing,She,is,in a park
entailment,Dog running across sand.,A dog is outdoors.,3086810882.jpg#4r1e,Dog,running,across sand,A dog,is,outdoors
entailment,A man racing on a motorbike,A man racing a motorcycle.,3601843201.jpg#4r1e,A man,racing,on a motorbike,A man,racing,a motorcycle
contradiction,a baby wears a Santa hat.,An old man wears a Santa hat.,2135360514.jpg#4r1c,a baby,wears,a Santa hat,An old man,wears,a Santa hat
entailment,Athletic man spiking volleyball.,a fit man is playing volleyball.,1414820925.jpg#4r1e,Athletic man,spiking,volleyball,a fit man,is playing,volleyball
neutral,A young child is petting a calm deer.,The deer is the child's pet.,4607606901.jpg#3r1n,A young child,is petting,a calm deer,The deer,is,the child's pet
contradiction,Two boys wrestle together in the sand.,The boys are in the grass.,525538142.jpg#3r1c,Two boys,wrestle together,in the sand,The boys,are,in the grass
entailment,A boy holds up a strange plant.,A boy holds up a plant.,1279422342.jpg#4r3e,A boy,holds up,a strange plant,A boy,holds up,a plant
neutral,Little girl swinging in her swing.,The girl is wearing a dress.,1335519498.jpg#4r1n,Little girl,swinging,in her swing,The girl,is wearing,a dress
contradiction,Man on stage playing his guitar.,The guitar is made of toothpicks,1433046578.jpg#4r5c,Man on stage,playing,his guitar,The guitar,is made,of toothpicks
contradiction,A white dog runs into a lake.,A white dog refuses to go near the water.,3504275465.jpg#4r1c,A white dog,runs,into a lake,A white dog,refuses to go,near the water
entailment,A boy skateboards down the street.,A boy rides his skateboard.,2745663684.jpg#3r1e,A boy,skateboards,down the street,A boy,rides,his skateboard
neutral,Two women hugging each other.,Two women love each other.,2987588136.jpg#4r1n,Two women,hugging,each other,Two women,love,each other
neutral,Cheerleaders are practicing pyramid routines.,Some girls are trying to dance,7959598848.jpg#4r1n,Cheerleaders,are practicing,pyramid routines,Some girls,are trying,to dance
neutral,A carpenter is fixing up a chair.,A carpenter is fixing up a brown chair.,996712323.jpg#4r1n,A carpenter,is fixing up,a chair,A carpenter,is fixing up,a brown chair
entailment,People are looking at the counter.,People are looking at the counter,4654243384.jpg#3r1e,People,are looking,at the counter,People,are looking,at the counter
neutral,Ruins at Qumran are clearly marked for easy touring.,They are easy to tour.,14015n,Ruins at Qumran,are clearly marked,for easy touring,They,are,easy to tour
neutral,The Asian girl is running across the grass.,The grass is green.,2592019072.jpg#3r1n,The Asian girl,is running,across the grass,The grass,is,green
neutral,A bartender is laughing while mixing drinks.,A girl is flirting with a bartender.,6848901011.jpg#3r1n,A bartender,is laughing,while mixing drinks,A girl,is flirting,with a bartender
entailment,A boy sand surfing down a hill,The boy sand surfed down the hill.,1358089136.jpg#4r1e,A boy sand,surfing,down a hill,The boy sand,surfed,down the hill
contradiction,A little boy jumping in the water.,A boy is floating in the bathrub.,3030738003.jpg#4r1c,A little boy,jumping,in the water,A boy,is floating,in the bathrub
contradiction,Three women chat at a party.,Three men gossip about their wives.,3783803365.jpg#4r1c,Three women,chat,at a party,Three men,gossip,about their wives
contradiction,The people watch the batter.,The batter is not holding a bat.,vg_verb72r2c,The people,watch,the batter,The batter,is not holding,a bat
neutral,a dog runs across the street.,The dog is chasing a ball.,3540515072.jpg#2r1n,a dog,runs,across the street,The dog,is chasing,a ball
entailment,A baby is clinging to his mother.,The baby wants his mom.,8046655694.jpg#4r1e,A baby,is clinging,to his mother,The baby,wants,his mom
contradiction,The effects are already being felt.,No one even noticed anything.,22178c,The effects,are being felt,already,No one,even noticed,anything
neutral,Two men are walking on the street,Two friends are on the street.,4658311580.jpg#4r1n,Two men,are walking,on the street,Two friends,are,on the street
neutral,Two men working on welding something.,Two men are working at construction firm.,282704017.jpg#4r1n,Two men,working on welding,something,Two men,are working,at construction firm
contradiction,Two young girls huddle to look at a cellphone.,Two girls are jumping into the pool.,2085726719.jpg#4r1c,Two young girls,huddle to look,at a cellphone,Two girls,are jumping,into the pool
contradiction,A construction worker making a phone call.,A woman calls her boyfriend.,38130732.jpg#3r1c,A construction worker,making,a phone call,A woman,calls,her boyfriend
contradiction,A ski jumper is in the air.,the jumper smiling in the air,3223302125.jpg#3r1c,A ski jumper,is,in the air,the jumper,smiling,in the air
contradiction,A man kicking a workout bag.,The man is relaxing on the bench.,2069110603.jpg#4r4c,A man,kicking,a workout bag,The man,is relaxing,on the bench
entailment,Young boy is buried in the sand.,A person buried in the sand.,4221546207.jpg#4r1e,Young boy,is buried,in the sand,A person,buried,in the sand
contradiction,A boy smiles while he swims.,A man jumps over a car.,2651915425.jpg#2r1c,A boy,smiles,while he swims,A man,jumps,over a car
entailment,Two woman are sitting in a tree.,Some women are outside.,4609256878.jpg#4r1e,Two woman,are sitting,in a tree,Some women,are,outside
contradiction,Two male worker talking outside their building.,Two men are taking on their cellphones.,13061918.jpg#3r5c,Two male worker,talking,outside their building,Two men,are taking on,their cellphones
contradiction,George W. Bush criticized congressional Republicans.,Bush did not criticize any congressional republicans. ,119811c,George W. Bush,criticized,congressional Republicans,Bush,did not criticize,any congressional republicans
neutral,A man holds a baby close.,A man is holding his child,3908650006.jpg#4r1n,A man,holds,a baby close,A man,is holding,his child
neutral,A crying woman leans on a piano.,A grieving widow leans on a piano.,4282923962.jpg#4r1n,A crying woman,leans,on a piano,A grieving widow,leans,on a piano
entailment,Two young girls are outside in dresses.,Two young girls are outside,2725089128.jpg#3r1e,Two young girls,are,outside in dresses,Two young girls,are,outside
contradiction,A dog swims in a pool.,A dog is sleeping on the bed.,1348113612.jpg#4r3c,A dog,swims,in a pool,A dog,is sleeping,on the bed
contradiction,Three children standing near huts.,Three children making sand castles.,3417788829.jpg#3r1c,Three children,standing,near huts,Three children,making,sand castles
contradiction,Three adults wearing cold weather gear.,Three adults are naked.,2090386465.jpg#0r1c,Three adults,wearing,cold weather gear,Three adults,are,naked
contradiction,Two men sitting at night.,two people sleeping in bed,3993556784.jpg#4r1c,Two men,sitting,at night,two people,sleeping,in bed
contradiction,A young lady wearing red playing tennis.,A young man is playing badminton.,22930048.jpg#3r1c,A young lady,wearing,red playing tennis,A young man,is playing,badminton
entailment,I saw White.,White - I saw him.,39576e,I,saw,White,I,saw,him
neutral,A woman holding a propaganda sign,The woman is involved in a protest.,4653933247.jpg#4r1n,A woman,holding,a propaganda sign,The woman,is involved,in a protest
contradiction,Two little boys are fixing a little bike.,Two boys are fixing a scooter.,4951185210.jpg#3r1c,Two little boys,are fixing,a little bike,Two boys,are fixing,a scooter
neutral,Two workers stand at an entrance.,The workers are janitors.,4563177695.jpg#4r1n,Two workers,stand,at an entrance,The workers,are,janitors
