GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
contradiction,A female barista making a latte.,A female is eating dinner.,4488946680.jpg#4r3c,A female barista,making,a latte,A female,is eating,dinner
entailment,A young guy jumping into the water.,A young man jumped into the water.,4542018645.jpg#3r1e,A young guy,jumping,into the water,A young man,jumped,into the water
contradiction,game is playing in the stadium,stadium is completely empty,134206.jpg#4r1c,game,is playing,in the stadium,stadium,is,completely empty
entailment,Men building a structure.,People are building something.,216696529.jpg#4r1e,Men,building,a structure,People,are building,something
entailment,three men examine a tree.,Some men are looking at a tree.,3121219649.jpg#4r1e,three men,examine,a tree,Some men,are looking,at a tree
contradiction,It forces my hand. ,I have not outside influences.,15403c,It,forces,my hand,I,have not,outside influences
neutral,A white women works with pottery.,A swedish woman makes a bowl.,6077671447.jpg#3r1n,A white women,works,with pottery,A swedish woman,makes,a bowl
entailment,A young girl rides horseback.,The horseback rider is young and female.,5430267989.jpg#4r1e,A young girl,rides,horseback,The horseback rider,is,female
contradiction,A band is playing for a crowd.,The band is taking a break.,428911994.jpg#4r1c,A band,is playing,for a crowd,The band,is taking,a break
entailment,The waves are crashing against the woman.,Waves are hitting against a woman,77432938.jpg#3r1e,The waves,are crashing,against the woman,Waves,are hitting,against a woman
contradiction,many children play in the water.,A crocodile swims in the river.,3375991133.jpg#4r1c,many children,play,in the water,A crocodile,swims,in the river
entailment,Willes is an optimist.,Willes has positive beliefs. ,137942e,Willes,is,an optimist,Willes,has,positive beliefs
contradiction,A man sitting under an umbrella.,The man is running in the hallway.,274917606.jpg#4r1c,A man,sitting,under an umbrella,The man,is running,in the hallway
neutral,People watching a man breakdance.,The man is a street performer.,151011164.jpg#4r1n,People,watching,a man breakdance,The man,is,a street performer
entailment,The little boy is running through the sprinklers.,There is a little boy running through the sprinklers.,2781296531.jpg#3r1e,The little boy,is running,through the sprinklers,a little boy,running,through the sprinklers
neutral,Two older men are standing outside talking.,Two older men are discussing football.,3914751903.jpg#2r1n,Two older men,are standing,outside talking,Two older men,are discussing,football
contradiction,Three cheerleaders are rooting for their team.,The cheerleaders are taking a break.,7610925230.jpg#4r1c,Three cheerleaders,are rooting,for their team,The cheerleaders,are taking,a break
contradiction,A soccer player is running on the field,A man is playing hockey.,2817847072.jpg#3r1c,A soccer player,is running,on the field,A man,is playing,hockey
contradiction,Three males are playing hockey.,Three cats are playing hockey.,6948564341.jpg#3r1c,Three males,are playing,hockey,Three cats,are playing,hockey
neutral,A man is making cotton candy.,A man is making blue cotton candy.,86120374.jpg#4r1n,A man,is making,cotton candy,A man,is making,blue cotton candy
contradiction,That is the question. ,That is the answer.,34579c,That,is,the question,That,is,the answer
contradiction,Two puppies walking on stones.,Two puppies laying down.,1312020846.jpg#4r1c,Two puppies,walking,on stones,Two puppies,laying,down
entailment,Your brother has no children. ,Your brother is childless.,107053e,Your brother,has,no children,Your brother,is,childless
entailment,Musical performers perform on stage together.,The performers are entertaining a crowd.,3263829326.jpg#3r1e,Musical performers,perform together,on stage,The performers,are entertaining,a crowd
contradiction,I showed them.,I refused to show them.,46790c,I,showed,them,I,refused to show,them
neutral,Two women are jogging on the street,The two girls went jogging.,293281150.jpg#3r1n,Two women,are jogging,on the street,The two girls,went,jogging
entailment,A child flying a kite.,The child flew a kite.,2505056124.jpg#4r1e,A child,flying,a kite,The child,flew,a kite
contradiction,A dirt biker flies through the air.,A biker is carrying his bike.,3670907052.jpg#3r1c,A dirt biker,flies,through the air,A biker,is carrying,his bike
contradiction,Three skiers traverse a wooded snowscape.,Four people walking on the snow.,5319238490.jpg#2r1c,Three skiers,traverse,a wooded snowscape,Four people,walking,on the snow
contradiction,Several people bathe in a lake.,people are dry,3376809186.jpg#4r1c,Several people,bathe,in a lake,people,are,dry
contradiction,Young adults posing in spooky lighting.,Young adults are making love,4418466422.jpg#2r1c,Young adults,posing,in spooky lighting,Young adults,are making,love
entailment,People making international phone calls.,People are making calls.,4859164621.jpg#1r1e,People,making,international phone calls,People,are making,calls
neutral,The beast may ruin the objects.,The objects are valuable.,vg_verb103r5n,The beast,may ruin,the objects,The objects,are,valuable
neutral,A snowboarder descends a steep snowbank.,The snowboarder is very experienced,4433821033.jpg#4r1n,A snowboarder,descends,a steep snowbank,The snowboarder,is,very experienced
contradiction,Three dogs playing in a yard together.,Four dogs sitting indoors.,2257798999.jpg#3r1c,Three dogs,playing together,in a yard,Four dogs,sitting,indoors
neutral,Two young boys roll down a grassy hill.,Two brothers are playing outside.,3586239953.jpg#1r1n,Two young boys,roll down,a grassy hill,Two brothers,are playing,outside
contradiction,Pitfalls Publication basis may severely limit generalization,The Pitfalls Publication had many generalizations.,129368c,Pitfalls Publication basis,may severely limit,generalization,The Pitfalls Publication,had,many generalizations
neutral,pigeons attack a blond boy.,pigeons attack a sad boy.,2101808682.jpg#3r1n,pigeons,attack,a blond boy,pigeons,attack,a sad boy
contradiction,Two dance artist dressed as astronauts.,Two musicians prepare for a concert.,7700959654.jpg#3r1c,Two dance artist,dressed,as astronauts,Two musicians,prepare,for a concert
entailment,Two young men are having good time.,two men enjoy their company,162967671.jpg#4r5e,Two young men,are having,good time,two men,enjoy,their company
contradiction,A woman walks along a boardwalk,A woman is sitting on a couch.,473220329.jpg#4r1c,A woman,walks,along a boardwalk,A woman,is sitting,on a couch
neutral,A construction worker assembles a scaffold.,The construction worker assembles items.,1148889628.jpg#4r1n,A construction worker,assembles,a scaffold,The construction worker,assembles,items
contradiction,Two dogs run through mud.,Two dogs are sleeping under a tree.,566921157.jpg#4r1c,Two dogs,run,through mud,Two dogs,are sleeping,under a tree
neutral,A man celebrates at a festival.,The man is winning an award.,5676066044.jpg#4r1n,A man,celebrates,at a festival,The man,is winning,an award
entailment,Two white horses drawing a carriage.,white horses drawing a carriage,4813453193.jpg#4r1e,Two white horses,drawing,a carriage,white horses,drawing,a carriage
neutral,we could go run for office,We could run for state senate.,134044n,we,could go run,for office,We,could run,for state senate
neutral,Kids running to the playground.,Children are running in the summer.,1295719054.jpg#4r1n,Kids,running,to the playground,Children,are running,in the summer
contradiction,A man is washing windows.,The man is laying in his bed.,431373722.jpg#4r1c,A man,is washing,windows,The man,is laying,in his bed
contradiction,Several people sit on a train.,The people are sitting in a car.,1332208215.jpg#2r1c,Several people,sit,on a train,The people,are sitting,in a car
entailment,It was Susan.,Susan. They figured it out. Susan was the culprit.,110416e,It,was,Susan,They,figured out,it
entailment,A brown dog running through tall grass.,The dog is brown.,233361142.jpg#4r1e,A brown dog,running,through tall grass,The dog,is,brown
entailment,A child running in the grass.,A child running outside.,3159092624.jpg#4r1e,A child,running,in the grass,A child,running,outside
contradiction,The sky is blue,The sky is gray.,vg_len120r1c,The sky,is,blue,The sky,is,gray
entailment,A construction worker getting his moves on.,A worker moving around.,2809218945.jpg#4r1e,A construction worker,getting on,his moves,A worker,moving,around
entailment,Susan chewed her flatbread.,"With her teeth, Susan chewed up her flatbread.",37718e,Susan,chewed,her flatbread,Susan,chewed up,her flatbread
neutral,Female students are taking an exam.,They are taking the SATS.,303102907.jpg#4r1n,Female students,are taking,an exam,They,are taking,the SATS
entailment,A little girl feeds a camel,There is a small girl feeding an animal,2659554389.jpg#4r1e,A little girl,feeds,a camel,a small girl,feeding,an animal
entailment,A young bride purses her lips.,A woman purses her lips.,2286235203.jpg#3r1e,A young bride,purses,her lips,A woman,purses,her lips
contradiction,musicians rocking out in the garage,Construction workers rocking out in the garage,3971414240.jpg#4r1c,musicians,rocking out,in the garage,Construction workers,rocking out,in the garage
contradiction,Simple wills cost $75 apiece.,Simple wills are free of charge,43911c,Simple wills,cost,$ 75 apiece,Simple wills,are,free of charge
contradiction,I am Jacob White.,I am John Johnson. ,92190c,I,am,Jacob White,I,am,John Johnson
contradiction,A young man stares directly ahead.,A woman is walking the dog.,1318903794.jpg#4r1c,A young man,stares,directly ahead,A woman,is walking,the dog
neutral,Asian people walking around the streets.,the people are at the market,4888307519.jpg#4r1n,Asian people,walking,around the streets,the people,are,at the market
neutral,A dog walking on a beach,The dog is with his owner.,1921398767.jpg#4r1n,A dog,walking,on a beach,The dog,is,with his owner
entailment,Young girls examining a display.,the girls were looking at the display,3798411098.jpg#4r1e,Young girls,examining,a display,the girls,were looking,at the display
contradiction,A dog is running through a park,The dog is laying in the bed.,2578395598.jpg#3r1c,A dog,is running,through a park,The dog,is laying,in the bed
entailment,Two people are wearing giant sombreros.,The people are wearing giant sombreros.,2901341974.jpg#4r1e,Two people,are wearing,giant sombreros,The people,are wearing,giant sombreros
contradiction,Firefighter responding to a call.,the firefighter ignores all his calls,2330030299.jpg#4r1c,Firefighter,responding,to a call,the firefighter,ignores,all his calls
entailment,A photographer gets a book signed.,A photographer is signing a book.,4808824817.jpg#4r1e,A photographer,gets,a book signed,A photographer,is signing,a book
contradiction,Two women drink from green bottles.,Women drink from a cup,3627076769.jpg#4r1c,Two women,drink,from green bottles,Women,drink,from a cup
contradiction,Two ladies buying from a market.,The ladies do not have any money,3840834941.jpg#4r1c,Two ladies,buying,from a market,The ladies,do not have,any money
entailment,A skateboarder's hair flies through the air.,The skateborder's hair is flying through the air.,3349528565.jpg#4r1e,A skateboarder's hair,flies,through the air,The skateborder's hair,is flying,through the air
entailment,A baseball batter awaits a pitch.,There is a man holding a bat.,833319080.jpg#4r1e,A baseball batter,awaits,a pitch,a man,holding,a bat
contradiction,A snowboarder going over a ramp.,he is going on a wall,3461583471.jpg#3r1c,A snowboarder,going,over a ramp,he,is going,on a wall
entailment,Jon turned to Adrin.,Jon turned around and looked at Adrin.,25941e,Jon,turned,to Adrin,Jon,looked,at Adrin
contradiction,A person standing a rocky ridge.,A man is standing on an escalator.,3443161359.jpg#3r1c,A person,standing,a rocky ridge,A man,is standing,on an escalator
entailment,two females are embracing each other.,Two women are together,4977952490.jpg#3r4e,two females,are embracing,each other,Two women,are,together
contradiction,A woman is sitting in the train.,The woman is swimming.,4316023148.jpg#4r1c,A woman,is sitting,in the train,The woman,is,swimming
entailment,Three guys are wearing red shirts.,Men wearing matching colored tops.,4774963615.jpg#4r1e,Three guys,are wearing,red shirts,Men,wearing matching,colored tops
entailment,The boy splashed the water.,The boy splashed the water,2689491604.jpg#4r1e,The boy,splashed,the water,The boy,splashed,the water
contradiction,A mountain climber posing in the snow.,Some man is sitting on mountain,270809922.jpg#4r1c,A mountain climber,posing,in the snow,Some man,is sitting,on mountain
entailment,I know that.,This is something I'm aware of.,47644e,I,know,that,I,'m,aware of
contradiction,A brown dog running through the woods.,A brown dog sits on a path.,2377460540.jpg#2r1c,A brown dog,running,through the woods,A brown dog,sits,on a path
neutral,An artist making fans for sale.,The artist is an Asian woman.,2531074685.jpg#4r1n,An artist,making,fans for sale,The artist,is,an Asian woman
neutral,The words apparently struck home.,The angry words apparently struck home.,142373n,The words,apparently struck,home,The angry words,apparently struck,home
contradiction,A store is having a book sale.,A store is not having a book sale.,2442856921.jpg#4r1c,A store,is having,a book sale,A store,is not having,a book sale
contradiction,Two employees pose for a picture.,The men are facing away.,2918880895.jpg#4r1c,Two employees,pose,for a picture,The men,are facing,away
entailment,Man rock climbing looking up the rock,A man is on a rock.,143688283.jpg#4r1e,Man rock climbing,looking up,the rock,A man,is,on a rock
neutral,The dog is running in a field.,The dog is chasing a squirrel.,2220612655.jpg#4r1n,The dog,is running,in a field,The dog,is chasing,a squirrel
entailment,Man holding a water pipe.,A man is holding an object.,132935994.jpg#4r2e,Man,holding,a water pipe,A man,is holding,an object
neutral,A crying baby is lying on a towel.,The infant cries after being bathed.,279153587.jpg#3r1n,A crying baby,is lying,on a towel,The infant,cries,after being bathed
neutral,Two toddler boys look onward from the playground.,The boys are tired from playing.,2481003841.jpg#1r1n,Two toddler boys,look onward,from the playground,The boys,are,tired from playing
contradiction,A lady is fixing another lady's hair.,The second lady does not have hair.,55903788.jpg#4r1c,A lady,is fixing,another lady's hair,The second lady,does not have,hair
contradiction,Jewish man blesses another jewish man,the men are in different countries,4073193673.jpg#3r1c,Jewish man,blesses,another jewish man,the men,are,in different countries
neutral,Pedestrians stroll down gardened walkway.,Pedestrians stroll through an arboretum.,4910842410.jpg#3r1n,Pedestrians,stroll down,gardened walkway,Pedestrians,stroll,through an arboretum
contradiction,Bearded man playing an acoustic guitar,Bearded man is making a latte.,140732943.jpg#4r1c,Bearded man,playing,an acoustic guitar,Bearded man,is making,a latte
contradiction,Horses with jockeys participate in a race.,The horses are in transport trailers.,3681056426.jpg#3r5c,Horses with jockeys,participate,in a race,The horses,are,in transport trailers
entailment,Three little boys playing with Legos.,Three boys playing with Legos.,2837695383.jpg#4r1e,Three little boys,playing,with Legos,Three boys,playing,with Legos
entailment,Kilgore i know where Kilgore is,I am familiar with the location of Kilgore.,97821e,i,know,where Kilgore is,I,am familiar with,the location
entailment,A girl plugging her nose underwater.,The person underwater has her nose plugged,88486961.jpg#4r2e,A girl,plugging,her nose underwater,The person underwater,has,her nose plugged
neutral,People are working in the kitchen.,people are making food,2223272586.jpg#3r1n,People,are working,in the kitchen,people,are making,food
neutral,Two black dogs jump in the snow.,The dogs are cold,3127142756.jpg#2r1n,Two black dogs,jump,in the snow,The dogs,are,cold
contradiction,Small girl getting her face painted.,A small girl washing her face.,4706873095.jpg#4r1c,Small girl,getting,her face painted,A small girl,washing,her face
contradiction,A construction worker crosses the street.,A worker is sitting in his truck.,2642336024.jpg#3r1c,A construction worker,crosses,the street,A worker,is sitting,in his truck
entailment,A shirtless man catches a football,A man catches a ball.,2681215810.jpg#4r1e,A shirtless man,catches,a football,A man,catches,a ball
neutral,A dog walking across the desert.,A dog is walking in arizona.,2090997177.jpg#4r1n,A dog,walking,across the desert,A dog,is walking,in arizona
entailment,Two women riding tricycles.,Women riding tricycles.,1461329041.jpg#4r1e,Two women,riding,tricycles,Women,riding,tricycles
entailment,A man is speaking at a podium.,A man is giving a speech.,4830075359.jpg#3r1e,A man,is speaking,at a podium,A man,is giving,a speech
entailment,Children gathered around an adult,The children surround the adult.,392172670.jpg#4r1e,Children,gathered,around an adult,The children,surround,the adult
neutral,Two men are having a conversation.,Two men discuss their wives.,175398811.jpg#3r3n,Two men,are having,a conversation,Two men,discuss,their wives
neutral,Two black women are watching a performance.,Two women watching ballet.,207601580.jpg#2r1n,Two black women,are watching,a performance,Two women,watching,ballet
entailment,The Project adopted six guiding principles.,The project adopted principles.,135736e,The Project,adopted,six guiding principles,The project,adopted,principles
neutral,Little girls play in the water.,The girls are playing in a pool.,2832453252.jpg#3r1n,Little girls,play,in the water,The girls,are playing,in a pool
contradiction,Three older men sitting against a fence.,Three young men swimming in a pool.,4746901297.jpg#2r1c,Three older men,sitting,against a fence,Three young men,swimming,in a pool
contradiction,Two rodeo clowns are on the dirt.,Two circus clowns were riding bicycles.,3590653633.jpg#4r1c,Two rodeo clowns,are,on the dirt,Two circus clowns,were riding,bicycles
neutral,The little child is wearing blue goggles.,The child is wearing a bathing suit.,2549968784.jpg#2r1n,The little child,is wearing,blue goggles,The child,is wearing,a bathing suit
neutral,A woman is looking through a microscope.,A woman doing an experiment.,185019676.jpg#4r1n,A woman,is looking,through a microscope,A woman,doing,an experiment
entailment,People watching a man breakdance.,A man is breakdancing for a crowd,151011164.jpg#4r5e,People,watching,a man breakdance,A man,is breakdancing,for a crowd
contradiction,Men preparing for a party.,The women prepared for the event.,2960717658.jpg#4r1c,Men,preparing,for a party,The women,prepared,for the event
entailment,a little boy plays at the zoo.,The boy is near some animals.,2186361690.jpg#4r4e,a little boy,plays,at the zoo,The boy,is,near some animals
contradiction,Two identical people are completing different tasks.,Dogs are playing poker.,4753498346.jpg#2r1c,Two identical people,are completing,different tasks,Dogs,are playing,poker
contradiction,boy skateboarding on ledge,A boy is skateboarding in the street.,2428959030.jpg#4r1c,boy,skateboarding,on ledge,A boy,is skateboarding,in the street
contradiction,Lincoln went down.,Lincoln went up.,135548c,Lincoln,went,down,Lincoln,went,up
contradiction,A girl is examining a blossom.,The dog eats the branch.,2871392045.jpg#4r1c,A girl,is examining,a blossom,The dog,eats,the branch
contradiction,A young woman is playing pool.,A girl is playing soccer.,1365896144.jpg#4r3c,A young woman,is playing,pool,A girl,is playing,soccer
contradiction,A brunette interviewing a street artist.,The blonde is talking with the clown.,3694480979.jpg#4r1c,A brunette,interviewing,a street artist,The blonde,is talking,with the clown
entailment,Two healthy horses play in a field.,The horses are outside.,vg_len69r4e,Two healthy horses,play,in a field,The horses,are,outside
neutral,Two people are sitting on a bus.,Two teens are running away from home.,2163780897.jpg#4r1n,Two people,are sitting,on a bus,Two teens,are running,away from home
neutral,A person is rock climbing.,The person is a man,136639119.jpg#4r3n,A person,is,rock climbing,The person,is,a man
contradiction,a dog runs across the path.,The dog is chasing a ghost.,3711826708.jpg#4r1c,a dog,runs,across the path,The dog,is chasing,a ghost
contradiction,Two females running in race.,Two females sleeping on a sofa.,2102538696.jpg#4r1c,Two females,running,in race,Two females,sleeping,on a sofa
contradiction,The snowboarder is doing a jump.,The skier is doing a jump.,3244470342.jpg#4r1c,The snowboarder,is doing,a jump,The skier,is doing,a jump
contradiction,Asian woman preparing pastries.,child eats candy,2835367658.jpg#3r1c,Asian woman,preparing,pastries,child,eats,candy
entailment,A rock sculptor working on a rock.,A person is sculpting a rock.,2480000122.jpg#3r1e,A rock sculptor,working,on a rock,A person,is sculpting,a rock
contradiction,Young boys plays sports together.,Teenage girls are doing their nails.,4107474314.jpg#4r5c,Young boys,plays together,sports,Teenage girls,are doing,their nails
contradiction,Dog jumping to catch a soccer ball.,The dog is eating a treat,2848571082.jpg#3r1c,Dog,jumping to catch,a soccer ball,The dog,is eating,a treat
neutral,Many African adults are standing in a classroom.,The group are all recent graduates.,3240519143.jpg#2r1n,Many African adults,are standing,in a classroom,The group,are all,recent graduates
neutral,dogs playing in a stream,Dogs are relaxing in a stream,2878272032.jpg#4r1n,dogs,playing,in a stream,Dogs,are relaxing,in a stream
entailment,Five people are running down a hill.,Five people are on a hill.,3369199498.jpg#4r1e,Five people,are running,down a hill,Five people,are,on a hill
entailment,A man attempts to blow bubbles.,A man is blowing air through his mouth.,4805120667.jpg#4r1e,A man,attempts to blow,bubbles,A man,is blowing,air
entailment,Two basketball players reaching for a ball.,People are playing basketball.,3126752627.jpg#2r1e,Two basketball players,reaching,for a ball,People,are playing,basketball
contradiction,Two men are drinking beer.,Two women are drinking beer.,75902281.jpg#4r1c,Two men,are drinking,beer,Two women,are drinking,beer
contradiction,A young man playing the guitar.,A guy plays the saxophone.,2200337743.jpg#3r1c,A young man,playing,the guitar,A guy,plays,the saxophone
entailment,Two women are standing at a bar.,Two women are inside a establishment that serves alcohol.,4905325970.jpg#4r1e,Two women,are standing,at a bar,Two women,are,inside a establishment
contradiction,An wedding party poses for a picture.,People gathered in office,2539603374.jpg#3r1c,An wedding party,poses,for a picture,People,gathered,in office
neutral,Several key factors affect the control environment.,The factors will only benefit the patron. ,101573n,Several key factors,affect,the control environment,The factors,will only benefit,the patron
contradiction,A skateboarder doing a jump.,A person is playing the piano.,3663951804.jpg#4r1c,A skateboarder,doing,a jump,A person,is playing,the piano
entailment,A young boy excitedly shoots a basketball.,A boy is playing basketball.,86497011.jpg#3r1e,A young boy,excitedly shoots,a basketball,A boy,is playing,basketball
entailment,she got married to him,they got married,133050e,she,got married,to him,they,got,married
contradiction,The two dogs are running through the grass.,The kids are hugging the dogs.,987907964.jpg#3r1c,The two dogs,are running,through the grass,The kids,are hugging,the dogs
neutral,A female athlete gets ready to run.,An athlete is eager to run.,3670974981.jpg#3r1n,A female athlete,gets,ready to run,An athlete,is,eager to run
entailment,A warehouse manager assisting an employee.,Someone is helping someone else.,1010087623.jpg#3r3e,A warehouse manager,assisting,an employee,Someone,is helping,someone else
neutral,A street vendor selling red roses.,The seller is wearing jeans.,4777133573.jpg#3r1n,A street vendor,selling,red roses,The seller,is wearing,jeans
contradiction,An older man drinks from a wineglass.,A young woman eats from a plate.,1409064481.jpg#4r1c,An older man,drinks,from a wineglass,A young woman,eats,from a plate
neutral,Two guys talking about chairs.,two guys are talking about furniture,2904999450.jpg#4r1n,Two guys,talking,about chairs,two guys,are talking,about furniture
entailment,A man working at a workbench.,One person works at a bench.,7301265688.jpg#4r1e,A man,working,at a workbench,One person,works,at a bench
neutral,A child plays in the mud.,A boy is playing in mud.,1479124077.jpg#4r1n,A child,plays,in the mud,A boy,is playing,in mud
neutral,two people sit on a bench.,Some people wait for the bus.,1732217138.jpg#4r3n,two people,sit,on a bench,Some people,wait,for the bus
neutral,Two young people serve food.,they are in a restaurant,141755292.jpg#4r5n,Two young people,serve,food,they,are,in a restaurant
neutral,A police officer is lighting a cigarette.,A police officer is taking his break.,300577375.jpg#2r1n,A police officer,is lighting,a cigarette,A police officer,is taking,his break
contradiction,Two dogs play in the grass.,The pets are sleeping on the couch.,1659396176.jpg#4r2c,Two dogs,play,in the grass,The pets,are sleeping,on the couch
entailment,The little footballer takes the field.,The footballer is little,2966269757.jpg#1r1e,The little footballer,takes,the field,The footballer,is,little
contradiction,A man attempting to ride two scooters.,The man wins the swimming race.,212556127.jpg#3r1c,A man,attempting to ride,two scooters,The man,wins,the swimming race
contradiction,A dog plays in water.,The dog is on the grass.,247778426.jpg#3r1c,A dog,plays,in water,The dog,is,on the grass
neutral,Someone is walking a dog.,A person is walking the dog home.,4748553447.jpg#4r1n,Someone,is walking,a dog,A person,is walking,the dog home
entailment,A utility worker is scaling a building.,A worker is analyzing a building.,3073482341.jpg#3r1e,A utility worker,is scaling,a building,A worker,is analyzing,a building
contradiction,Woman goes rock climbing.,Woman goes shopping.,544576742.jpg#4r1c,Woman,goes,rock climbing,Woman,goes,shopping
neutral,A black dog is looking through the fence.,An animal is in the yard,3693961165.jpg#3r1e,A black dog,is looking,through the fence,An animal,is,in the yard
contradiction,A woman looking out a window.,The woman is asleep.,133280380.jpg#4r4c,A woman,looking out,a window,The woman,is,asleep
entailment,Child explores a snail shell.,Child explores a shell.,2438726098.jpg#4r1e,Child,explores,a snail shell,Child,explores,a shell
contradiction,Two women are straightening up a dinner table.,Women are messing up a dinner table.\,2144459403.jpg#2r1c,Two women,are straightening up,a dinner table,Women,are messing up,a dinner table
entailment,child sleeping in his bed.,A child is taking a nap.,2798664824.jpg#4r1e,child,sleeping,in his bed,A child,is taking,a nap
entailment,A jockey riding a brown horse.,A jockey is outside,7654089948.jpg#4r1e,A jockey,riding,a brown horse,A jockey,is,outside
contradiction,A brown dog is running outside.,A pet is sleeping in his house.,2404488732.jpg#3r1c,A brown dog,is running,outside,A pet,is sleeping,in his house
neutral,A BMX biker is on a course.,A BMX biker is on a roughcourse.,5075763701.jpg#4r1n,A BMX biker,is,on a course,A BMX biker,is,on a roughcourse
entailment,Three older men sitting against a fence.,A fence with men leaning on it.,4746901297.jpg#2r1e,Three older men,sitting,against a fence,men,leaning,on it
contradiction,A man performing for a crowd.,The man is alone.,1433924222.jpg#4r2c,A man,performing,for a crowd,The man,is,alone
contradiction,Two Pomeranian dogs playing in the snow.,The dogs are playing on beach sand.,2398605966.jpg#2r1c,Two Pomeranian dogs,playing,in the snow,The dogs,are playing,on beach sand
neutral,Two little boys are playing on a playground.,The boys are playing tag.,2481003841.jpg#2r1n,Two little boys,are playing,on a playground,The boys,are playing,tag
entailment,A band member holding his brass instrument.,A person is holding his brass instrument.,3671701607.jpg#4r1e,A band member,holding,his brass instrument,A person,is holding,his brass instrument
contradiction,a black man exercising his religious freedom.,A white man is carrying a gun.,4818429638.jpg#4r1c,a black man,exercising,his religious freedom,A white man,is carrying,a gun
neutral,Two opposing footballers play on a field.,the game is an exibition,495033548.jpg#2r1n,Two opposing footballers,play,on a field,the game,is,an exibition
neutral,Two black dogs are jumping towards each other.,Two dogs are playing with each other,3485657956.jpg#0r1n,Two black dogs,are jumping,towards each other,Two dogs,are playing,with each other
neutral,A man holding an orange flashlight.,A man is standing in the dark.,5927448574.jpg#3r1n,A man,holding,an orange flashlight,A man,is standing,in the dark
contradiction,The road is paved with grey bricks.,The road is asphalt,vg_verb52r2c,The road,is paved,with grey bricks,The road,is,asphalt
entailment,Four people are walking on a beach.,People are walking on the beach.,3088322308.jpg#4r1e,Four people,are walking,on a beach,People,are walking,on the beach
entailment,"Since then, the Jewish Quarter has been rebuilt.",The Jewish Quarter has been reconstructed since.,134130e,the Jewish Quarter,has been rebuilt,Since then,The Jewish Quarter,has been reconstructed,since
contradiction,Two firefighters hosing down something.,The firefighters are taking a break.,4022170842.jpg#3r1c,Two firefighters,hosing down,something,The firefighters,are taking,a break
entailment,you go during the week,The journey is done between weekends. ,99744e,you,go,during the week,The journey,is done,between weekends
entailment,A golden dog is running on the grass.,The dog is golden,2982928615.jpg#1r1e,A golden dog,is running,on the grass,The dog,is,golden
neutral,Man on stage playing his guitar.,A famous guitarist is giving a concert.,1433046578.jpg#4r3n,Man on stage,playing,his guitar,A famous guitarist,is giving,a concert
contradiction,People are wearing bright colored costumes.,People naked watching football,4512530785.jpg#2r1c,People,are wearing,bright colored costumes,People,naked watching,football
entailment,These people are walking on the sidewalk.,People are walking outside.,157613268.jpg#3r1e,These people,are walking,on the sidewalk,People,are walking,outside
entailment,Students working together analyzing their science experiment.,Students are working indoors.,6973150582.jpg#3r1e,Students,working together analyzing,their science experiment,Students,are working,indoors
entailment,"I have a long memory!""",I have a sharp memory. ,8768e,I,have,a long memory,I,have,a sharp memory
neutral,A Man playing electric guitar.,A man is playing a red guitar.,27499590.jpg#4r1n,A Man,playing,electric guitar,A man,is playing,a red guitar
neutral,A motorcyclist takes a corner.,A woman is riding a motorcycle.,2882056260.jpg#4r1n,A motorcyclist,takes,a corner,A woman,is riding,a motorcycle
entailment,A white dog walking beside a bicycler.,A dog and a bicycler are near each other.,1923476156.jpg#3r2e,A white dog,walking,beside a bicycler,A dog,are,near each other
entailment,a man walks across the tightrope.,a man walk across a rope,264859622.jpg#4r3e,a man,walks,across the tightrope,a man,walk,across a rope
contradiction,A yellow dog runs through green grass.,The dog is blue.,3581818450.jpg#3r1c,A yellow dog,runs,through green grass,The dog,is,blue
neutral,A young man stands on a roof.,A man working on a roof.,8008558496.jpg#4r1n,A young man,stands,on a roof,A man,working,on a roof
entailment,A woman is sitting in the water.,The woman is wet.,3712008738.jpg#4r1e,A woman,is sitting,in the water,The woman,is,wet
neutral,A woman razor cutting another woman's hair.,The woman is having her hair styled.,180362693.jpg#3r3n,A woman razor,cutting,another woman's hair,The woman,is having,her hair styled
neutral,Three elderly women walking from behind.,Three old women are strolling through a park.,1482960952.jpg#3r5n,Three elderly women,walking,from behind,Three old women,are strolling,through a park
entailment,Your last supposition is the correct one.,Your last assumption happened to be correct.,88128e,Your last supposition,is,the correct one,Your last assumption,to be,correct
contradiction,Two kids playing electric guitars.,Two men are smoking cigars.,3859199015.jpg#3r1c,Two kids,playing,electric guitars,Two men,are smoking,cigars
entailment,An overweight women prepares skins a pineapple.,A woman prepares food.,1336772621.jpg#4r1e,An overweight women,prepares,skins a pineapple,A woman,prepares,food
entailment,A surfer is jumping a wave.,A surfer is on a surfboard.,2901880865.jpg#3r1e,A surfer,is jumping,a wave,A surfer,is,on a surfboard
neutral,Four dogs jumping over a hurdle.,Four dogs escaping the back yard.,2444134813.jpg#2r1n,Four dogs,jumping,over a hurdle,Four dogs,escaping,the back yard
entailment,A motorcycle rider performs a trick.,A rider is on his motorcycle.,6823644581.jpg#4r1e,A motorcycle rider,performs,a trick,A rider,is,on his motorcycle
contradiction,An Asian man plays a wooden whistle.,An Asian man eats his dinner.,575853856.jpg#3r1c,An Asian man,plays,a wooden whistle,An Asian man,eats,his dinner
